,area_type,availability,society,total_sqft,bath,balcony,price,site_location,total_sqft_normalized,bhk
4966,Super built-up  Area,0,135.52584075769704,1804.0,3.0,1.0,115.0,Prabhat Road,0.03449331369210461,3
4967,Super built-up  Area,0,137.51010939412487,1795.0,3.0,2.0,140.0,Pune Railway Station,0.03432113408964818,3
4968,Super built-up  Area,1,102.11197661668707,1050.0,2.0,1.0,50.0,Rasta Peth,0.02006848921964378,2
4969,Super built-up  Area,1,103.52455138573178,2100.0,3.0,3.0,120.0,Raviwar Peth,0.04015610950622716,3
4970,Built-up  Area,1,128.2697082088187,1199.0,2.0,1.0,48.5,Sadashiv Peth,0.02291901819364466,3
4971,Plot  Area,1,128.2697082088187,1350.0,2.0,2.0,280.0,Sahakar Nagar,0.025807809301524747,1
4972,Super built-up  Area,1,128.2697082088187,1100.0,2.0,2.0,47.0,Salunke Vihar,0.02102504256662394,2
4973,Plot  Area,1,128.2697082088187,1000.0,1.0,1.0,75.0,Sasson Road,0.01911193587266362,1
4974,Super built-up  Area,0,128.2697082088187,1254.0,2.0,2.0,70.0,Satara Road,0.023971226875322837,3
4975,Plot  Area,0,128.2697082088187,600.0,8.0,2.0,70.0,Senapati Bapat Road,0.01145950909682233,1
4976,Built-up  Area,1,101.94530995002042,940.0,2.0,2.0,49.0,Shaniwar Peth,0.017964071856287425,2
4977,Built-up  Area,1,102.52455138573178,1280.0,2.0,2.0,80.0,Shivaji Nagar,0.02446863461575252,2
4978,Super built-up  Area,1,110.23883710001749,2155.0,3.0,3.0,125.0,Shukrawar Peth,0.04120831818790534,4
4979,Built-up  Area,1,117.11197661668707,3200.0,5.0,3.0,140.0,Sinhagad Road,0.06120028313979071,1
4980,Super built-up  Area,0,128.2697082088187,4260.0,4.0,3.0,272.0,Somwar Peth,0.08147921409577012,4
4981,Super built-up  Area,0,89.02716082083843,1255.0,2.0,1.0,95.0,Swargate,0.02399035794226244,3
4982,Super built-up  Area,1,84.69653270001113,1388.0,3.0,3.0,69.99,Tilak Road,0.026534789845229667,3
4983,Built-up  Area,0,109.03459402982672,905.0,1.0,1.0,52.0,Uruli Devachi,0.017294484513401313,1
4984,Super built-up  Area,1,99.52455138573178,1176.0,2.0,2.0,44.0,Vadgaon Budruk,0.022479003654033786,2
4985,Super built-up  Area,1,103.97197661668707,1390.0,2.0,2.0,61.16,Wadgaon Sheri,0.026573051979108874,3
4986,Plot  Area,1,128.2697082088187,2400.0,4.0,2.0,400.0,Viman Nagar,0.045895429588108126,1
4987,Super built-up  Area,1,128.2697082088187,1160.0,2.0,1.0,55.0,Vishrant Wadi,0.022172906583000133,2
4988,Super built-up  Area,1,128.2697082088187,2800.0,4.0,3.0,140.0,Wagholi,0.05354785636394942,4
4989,Plot  Area,1,128.2697082088187,1200.0,4.0,2.0,205.0,Wakadewadi,0.022938149260584264,1
4990,Super built-up  Area,1,172.63790694348359,1583.0,3.0,3.0,115.0,Wanowrie,0.030265347898452297,3
4991,Super built-up  Area,1,66.2068743880049,1252.0,3.0,2.0,63.0,Warje,0.02393296474144363,3
4992,Built-up  Area,1,104.95312281430321,1170.0,2.0,2.0,86.0,Yerawada,0.022364217252396165,2
4993,Built-up  Area,1,128.2697082088187,1350.0,2.0,2.0,51.0,Alandi Road,0.025807809301524747,3
4994,Super built-up  Area,1,98.77864328335374,1075.0,2.0,2.0,30.0,Ambegaon Budruk,0.02054676589313386,2
4995,Built-up  Area,1,128.2697082088187,972.0,2.0,2.0,40.0,Anandnagar,0.018576265998354727,2
4996,Super built-up  Area,0,86.60618597001225,1486.0,3.0,1.0,83.22,Aundh,0.028409634405310785,3
4997,Plot  Area,1,128.2697082088187,555.0,1.0,0.0,37.0,Aundh Road,0.010598611084540185,1
4998,Plot  Area,1,245.8524288555692,4830.0,5.0,1.0,390.0,Balaji Nagar,0.09238392225134395,1
4999,Built-up  Area,1,128.2697082088187,850.0,2.0,1.0,75.0,Baner,0.016242275831723135,2
5000,Super built-up  Area,0,146.33584712143733,1282.0,3.0,2.0,178.0,Baner road,0.02450689674963173,3
5001,Super built-up  Area,0,153.02239532333743,2790.0,4.0,3.0,198.0,Bhandarkar Road,0.053356545694553385,4
5002,Super built-up  Area,1,149.05168151539402,2383.0,5.0,1.0,215.0,Bhavani Peth,0.04557020145013487,4
5003,Carpet  Area,1,93.45898246251531,1103.0,2.0,1.0,55.0,Bibvewadi,0.021082435767442752,2
5004,Super built-up  Area,1,80.28783536154788,1577.0,3.0,2.0,67.0,Bopodi,0.03015056149681468,3
5005,Built-up  Area,1,94.7892599727384,1465.0,3.0,2.0,80.01,Budhwar Peth,0.028007881999579116,3
5006,Built-up  Area,1,100.23883710001749,1600.0,3.0,1.0,64.0,Bund Garden Road,0.03059057603642555,3
5007,Built-up  Area,1,101.27864328335374,1090.0,2.0,2.0,45.0,Camp,0.020833731897227908,2
5008,Super built-up  Area,0,78.85636623125765,1721.0,3.0,3.0,80.86,Chandan Nagar,0.032905435136117545,3
5009,Built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,55.0,Dapodi,0.02102504256662394,2
5010,Super built-up  Area,1,91.16718597001224,1450.0,3.0,2.0,71.0,Deccan Gymkhana,0.027720915995485068,3
5011,Super built-up  Area,1,92.33398246251531,1071.0,2.0,1.0,62.0,Dehu Road,0.020470241625375446,2
5012,Super built-up  Area,1,141.9589824625153,2266.0,3.0,2.0,169.0,Dhankawadi,0.0433318666182013,3
5013,Super built-up  Area,1,113.07465107779139,2065.0,3.0,2.0,130.0,Dhayari Phata,0.03948652216334105,3
5014,Built-up  Area,1,84.9594502939431,1800.0,3.0,2.0,90.0,Dhole Patil Road,0.03441678942434619,3
5015,Built-up  Area,1,128.2697082088187,1150.0,2.0,2.0,125.0,Erandwane,0.0219815959136041,2
5016,Plot  Area,1,128.2697082088187,1200.0,8.0,2.0,220.0,Fatima Nagar,0.022938149260584264,1
5017,Super built-up  Area,1,83.19289633637477,1123.0,2.0,1.0,56.0,Fergusson College Road,0.021465057106234815,2
5018,Super built-up  Area,1,89.31282274828008,1884.0,3.0,3.0,98.0,Ganesh Peth,0.03602379904727287,3
5019,Plot  Area,1,128.2697082088187,930.0,4.0,2.0,85.0,Ganeshkhind,0.017772761186891393,1
5020,Super built-up  Area,1,103.42724561562883,1145.0,2.0,1.0,75.0,Ghorpade Peth,0.021885940578906086,2
5021,Super built-up  Area,0,79.5383446882425,1328.0,2.0,2.0,60.0,Ghorpadi,0.025386925828853477,3
5022,Super built-up  Area,1,75.70345731334149,950.0,2.0,1.0,55.0,Gokhale Nagar,0.018155382525683456,2
5023,Super built-up  Area,1,97.38169424287464,1250.0,2.0,2.0,59.0,Gultekdi,0.023894702607564423,2
5024,Built-up  Area,1,92.81026567144606,1115.0,2.0,0.0,46.0,Guruwar peth,0.02131200857071799,2
5025,Super built-up  Area,1,68.42621442778459,1318.0,3.0,1.0,54.0,Hadapsar,0.02519561515945744,3
5026,Built-up  Area,1,128.2697082088187,3300.0,4.0,3.0,160.0,Hadapsar Industrial Estate,0.06311338983375103,3
5027,Super built-up  Area,1,128.2697082088187,1280.0,2.0,1.0,48.0,Hingne Khurd,0.02446863461575252,2
5028,Super built-up  Area,1,128.2697082088187,1230.0,2.0,2.0,59.0,Jangali Maharaj Road,0.02351208126877236,2
5029,Super built-up  Area,1,128.2697082088187,1420.0,2.0,2.0,60.0,Kalyani Nagar,0.027146983987296973,3
5030,Built-up  Area,1,128.2697082088187,2111.0,4.0,3.0,120.0,Karve Nagar,0.0403665512425628,1
5031,Super built-up  Area,1,128.2697082088187,1100.0,2.0,1.0,54.0,Karve Road,0.02102504256662394,2
5032,Super built-up  Area,1,128.2697082088187,1750.0,3.0,2.0,136.0,Kasba Peth,0.033460236077366035,3
5033,Built-up  Area,1,128.2697082088187,2550.0,4.0,2.0,290.0,Katraj,0.04876508962904861,3
5034,Super built-up  Area,1,128.2697082088187,700.0,1.0,2.0,35.0,Khadaki,0.013372615790782652,2
5035,Super built-up  Area,1,128.2697082088187,1050.0,2.0,1.0,42.0,Khadki,0.02006848921964378,2
5036,Super built-up  Area,1,105.38169424287464,1235.0,2.0,3.0,90.0,Kharadi,0.023607736603470375,2
5037,Plot  Area,1,104.27864328335374,1200.0,2.0,0.0,63.0,Kondhwa,0.022938149260584264,1
5038,Super built-up  Area,1,128.2697082088187,900.0,2.0,0.0,30.0,Kondhwa Budruk,0.017198829178703297,2
5039,Super built-up  Area,1,60.951285864713086,1146.0,2.0,1.0,38.0,Kondhwa Khurd,0.021905071645845688,2
5040,Plot  Area,1,128.2697082088187,1200.0,4.0,1.0,110.0,Koregaon Park,0.022938149260584264,1
5041,Super built-up  Area,1,128.2697082088187,2400.0,1.0,1.0,200.0,Kothrud,0.045895429588108126,1
5042,Plot  Area,1,128.2697082088187,1200.0,5.0,2.0,108.0,Law College Road,0.022938149260584264,1
5043,Built-up  Area,1,128.2697082088187,615.0,1.0,1.0,24.0,Laxmi Road,0.011746475100916379,1
5044,Super built-up  Area,0,80.43937382308634,1070.0,2.0,1.0,49.65,Lulla Nagar,0.020451110558435844,2
5045,Plot  Area,1,128.2697082088187,1538.0,5.0,2.0,300.0,Mahatma Gandhi Road,0.02940444988617015,1
5046,Super built-up  Area,1,128.2697082088187,1355.0,2.0,3.0,58.25,Mangalwar peth,0.025903464636222763,3
5047,Built-up  Area,1,155.9589824625153,3080.0,2.0,1.0,285.0,Manik Bagh,0.05890455510703832,4
5048,Super built-up  Area,1,128.2697082088187,1800.0,3.0,3.0,80.0,Market yard,0.03441678942434619,3
5049,Built-up  Area,1,53.86099730192542,1400.0,2.0,3.0,50.06,Model colony,0.026764362648504906,3
5050,Super built-up  Area,1,62.78457611935879,1123.0,2.0,1.0,48.0,Mukund Nagar,0.021465057106234815,2
5051,Plot  Area,1,128.2697082088187,1200.0,2.0,1.0,130.0,Mundhawa,0.022938149260584264,1
5052,Built-up  Area,1,98.94530995002042,787.0,2.0,1.0,31.0,Nagar Road,0.015037018614528132,2
5053,Super built-up  Area,1,57.71814845000471,1082.0,2.0,1.0,45.0,Nana Peth,0.020680683361711083,3
5054,Super built-up  Area,1,128.2697082088187,1096.0,2.0,1.0,41.0,Narayan Peth,0.02094851829886553,2
5055,Plot  Area,1,128.2697082088187,1200.0,7.0,2.0,140.0,Narayangaon,0.022938149260584264,1
5056,Plot  Area,1,128.2697082088187,1140.0,3.0,1.0,130.0,Navi Peth,0.02179028524420807,1
5057,Carpet  Area,1,102.44530995002042,1130.0,2.0,1.0,52.0,Padmavati,0.021598974574812038,2
5058,Built-up  Area,1,128.2697082088187,550.0,1.0,1.0,12.0,Parvati Darshan,0.010502955749842169,1
5059,Super built-up  Area,1,128.2697082088187,1058.0,2.0,2.0,85.0,Pashan,0.020221537755160605,2
5060,Built-up  Area,1,112.23883710001749,1269.0,2.0,1.0,73.0,Paud Road,0.024258192879416884,3
5061,Plot  Area,1,128.2697082088187,946.0,3.0,2.0,140.0,Pirangut,0.018078858257925046,1
5062,Super built-up  Area,1,128.2697082088187,3400.0,6.0,2.0,420.0,Prabhat Road,0.06502649652771135,4
5063,Super built-up  Area,0,121.63479064667483,2689.0,6.0,2.0,245.0,Pune Railway Station,0.05142430793365346,4
5064,Super built-up  Area,0,92.11687330001361,1976.0,3.0,3.0,65.21,Rasta Peth,0.037783857205716365,3
5065,Super built-up  Area,1,106.61197661668707,1820.0,3.0,3.0,77.0,Raviwar Peth,0.03479941076313826,3
5066,Super built-up  Area,1,62.78457611935879,1329.0,2.0,1.0,56.0,Sadashiv Peth,0.02540605689579308,3
5067,Super built-up  Area,1,128.2697082088187,1350.0,2.0,1.0,80.99,Sahakar Nagar,0.025807809301524747,3
5068,Plot  Area,1,128.2697082088187,1250.0,3.0,0.0,175.0,Salunke Vihar,0.023894702607564423,1
5069,Super built-up  Area,1,57.41246950952964,1205.0,2.0,1.0,40.0,Sasson Road,0.02303380459528228,2
5070,Plot  Area,1,128.2697082088187,800.0,6.0,2.0,98.0,Satara Road,0.015285722484742975,1
5071,Super built-up  Area,1,84.9594502939431,1339.0,2.0,2.0,71.5,Senapati Bapat Road,0.02559736756518911,2
5072,Super built-up  Area,1,128.2697082088187,938.0,2.0,0.0,35.0,Shaniwar Peth,0.017925809722408217,2
5073,Super built-up  Area,1,128.2697082088187,450.0,1.0,1.0,25.0,Shivaji Nagar,0.008589849055881846,1
5074,Built-up  Area,1,105.44530995002042,1100.0,2.0,2.0,70.0,Shukrawar Peth,0.02102504256662394,2
5075,Built-up  Area,1,128.2697082088187,600.0,3.0,1.0,95.0,Sinhagad Road,0.01145950909682233,1
5076,Super built-up  Area,1,128.2697082088187,1060.0,2.0,1.0,40.0,Somwar Peth,0.020259799889039812,2
5077,Super built-up  Area,1,128.2697082088187,1125.0,2.0,2.0,40.0,Swargate,0.021503319240114022,2
5078,Built-up  Area,1,97.27864328335374,810.0,1.0,0.0,21.0,Tilak Road,0.015477033154139007,1
5079,Super built-up  Area,1,128.2697082088187,1060.0,2.0,1.0,65.0,Uruli Devachi,0.020259799889039812,2
5080,Plot  Area,1,128.2697082088187,1749.0,4.0,0.0,90.0,Vadgaon Budruk,0.03344110501042643,1
5081,Super built-up  Area,1,128.2697082088187,1200.0,2.0,2.0,75.0,Wadgaon Sheri,0.022938149260584264,3
5082,Super built-up  Area,1,107.94530995002042,1100.0,2.0,1.0,85.0,Viman Nagar,0.02102504256662394,2
5083,Plot  Area,1,128.2697082088187,720.0,4.0,2.0,48.0,Wagholi,0.013755237129574716,1
5084,Plot  Area,1,308.95312281430324,6613.0,7.0,2.0,950.0,Wakadewadi,0.1264946146046565,1
5085,Super built-up  Area,1,103.45898246251531,1925.0,3.0,3.0,110.0,Wanowrie,0.0368081727917966,3
5086,Built-up  Area,1,128.2697082088187,502.0,1.0,1.0,25.0,Warje,0.009584664536741214,1
5087,Built-up  Area,1,437.5245513857318,3339.0,3.0,0.0,250.0,Yerawada,0.06385950144439555,1
5088,Built-up  Area,1,106.11197661668707,1475.0,2.0,2.0,74.0,Alandi Road,0.028199192668975148,3
5089,Super built-up  Area,0,128.2697082088187,1550.0,3.0,2.0,258.0,Ambegaon Budruk,0.02963402268944539,3
5090,Super built-up  Area,0,128.2697082088187,966.0,2.0,1.0,49.0,Anandnagar,0.01846147959671711,2
5091,Plot  Area,1,128.2697082088187,1350.0,6.0,3.0,160.0,Aundh,0.025807809301524747,1
5092,Super built-up  Area,1,98.91699123125765,1300.0,2.0,2.0,75.0,Aundh Road,0.024851255954544585,2
5093,Plot  Area,1,128.2697082088187,4400.0,4.0,1.0,350.0,Balaji Nagar,0.08415756346731457,1
5094,Super built-up  Area,0,119.95898246251531,1559.0,3.0,2.0,120.0,Baner,0.02980620229190182,3
5095,Super built-up  Area,1,128.2697082088187,1246.0,2.0,1.0,63.0,Baner road,0.023818178339806012,2
5096,Plot  Area,1,128.2697082088187,2790.0,3.0,0.0,950.0,Bhandarkar Road,0.053356545694553385,1
5097,Super built-up  Area,1,53.86099730192542,1410.0,2.0,3.0,53.58,Bhavani Peth,0.026955673317900938,3
5098,Plot  Area,1,128.2697082088187,1300.0,3.0,0.0,75.0,Bibvewadi,0.024851255954544585,1
5099,Super built-up  Area,1,84.9594502939431,1339.0,2.0,2.0,58.0,Bopodi,0.02559736756518911,2
5100,Plot  Area,1,128.2697082088187,900.0,4.0,1.0,75.0,Budhwar Peth,0.017198829178703297,1
5101,Super built-up  Area,1,56.3543084052696,1104.0,2.0,1.0,35.5,Bund Garden Road,0.021101566834382354,2
5102,Built-up  Area,1,128.2697082088187,900.0,2.0,2.0,45.0,Camp,0.017198829178703297,2
5103,Built-up  Area,1,106.94530995002042,1550.0,2.0,2.0,79.0,Chandan Nagar,0.02963402268944539,3
5104,Super built-up  Area,0,76.25220314211171,670.0,1.0,1.0,35.0,Dapodi,0.012798683782594555,1
5105,Super built-up  Area,0,114.24941855000874,1483.0,2.0,1.0,98.0,Deccan Gymkhana,0.028352241204491976,2
5106,Super built-up  Area,1,84.1857621889025,1540.0,2.0,2.0,70.0,Dehu Road,0.029442712020049357,3
5107,Plot  Area,1,128.2697082088187,1200.0,7.0,3.0,100.0,Dhankawadi,0.022938149260584264,1
5108,Super built-up  Area,1,128.2697082088187,1255.0,2.0,1.0,54.5,Dhayari Phata,0.02399035794226244,2
5109,Plot  Area,1,128.2697082088187,600.0,3.0,2.0,100.0,Dhole Patil Road,0.01145950909682233,1
5110,Super built-up  Area,1,128.2697082088187,1036.0,2.0,2.0,110.0,Erandwane,0.019800654282489335,2
5111,Super built-up  Area,1,83.1007240840937,1460.0,2.0,2.0,75.0,Fatima Nagar,0.0279122266648811,3
5112,Super built-up  Area,1,94.20898246251531,1230.0,2.0,1.0,58.0,Fergusson College Road,0.02351208126877236,2
5113,Built-up  Area,1,84.9594502939431,1340.0,2.0,2.0,60.0,Ganesh Peth,0.025616498632128715,2
5114,Built-up  Area,1,128.2697082088187,1600.0,3.0,3.0,61.37,Ganeshkhind,0.03059057603642555,3
5115,Built-up  Area,0,152.24479064667486,2162.0,3.0,1.0,200.0,Ghorpade Peth,0.04134223565648256,3
5116,Super built-up  Area,1,60.666991231257654,919.0,2.0,2.0,40.0,Ghorpadi,0.01756231945055576,2
5117,Super built-up  Area,0,128.2697082088187,1070.0,2.0,2.0,38.9,Gokhale Nagar,0.020451110558435844,2
5118,Super built-up  Area,1,107.94530995002042,1733.0,2.0,3.0,85.0,Gultekdi,0.03313500793939278,3
5119,Super built-up  Area,1,72.37968691154317,1221.0,3.0,3.0,72.0,Guruwar peth,0.02333990166631593,3
5120,Super built-up  Area,1,128.2697082088187,1041.0,2.0,1.0,36.44,Hadapsar,0.01989630961718735,2
5121,Built-up  Area,1,104.96353996668027,2550.0,4.0,2.0,149.0,Hadapsar Industrial Estate,0.04876508962904861,4
5122,Built-up  Area,1,128.2697082088187,1400.0,3.0,1.0,70.0,Hingne Khurd,0.026764362648504906,3
5123,Plot  Area,1,128.2697082088187,600.0,2.0,0.0,55.0,Jangali Maharaj Road,0.01145950909682233,1
5124,Built-up  Area,1,86.08398246251531,710.0,2.0,2.0,40.0,Kalyani Nagar,0.013563926460178684,1
5125,Super built-up  Area,0,59.40839114262496,1500.0,2.0,1.0,78.25,Karve Nagar,0.02867746934246523,3
5126,Super built-up  Area,1,163.15485463750218,3122.0,6.0,2.0,237.0,Karve Road,0.05970805991850166,4
5127,Super built-up  Area,1,139.0839824625153,2061.0,3.0,3.0,175.0,Kasba Peth,0.03940999789558264,3
5128,Plot  Area,1,128.2697082088187,2400.0,5.0,2.0,325.0,Katraj,0.045895429588108126,1
5129,Super built-up  Area,0,89.02716082083843,1255.0,2.0,1.0,95.0,Khadaki,0.02399035794226244,3
5130,Super built-up  Area,1,128.2697082088187,2425.0,7.0,3.0,140.0,Khadki,0.04637370626159821,7
5131,Super built-up  Area,1,79.74091228462481,1031.0,2.0,1.0,55.0,Kharadi,0.01970499894779132,2
5132,Super built-up  Area,0,67.37528237381245,1210.0,2.0,1.0,74.0,Kondhwa,0.023129459929980296,2
5133,Super built-up  Area,1,78.85242885556916,950.0,2.0,1.0,40.0,Kondhwa Budruk,0.018155382525683456,2
5134,Plot  Area,1,128.2697082088187,1376.0,4.0,1.0,156.0,Kondhwa Khurd,0.02630521704195443,1
5135,Super built-up  Area,0,80.01612398000816,1161.0,2.0,1.0,55.15,Koregaon Park,0.02219203764993974,2
5136,Super built-up  Area,1,51.87343364353085,1303.0,2.0,2.0,44.17,Kothrud,0.024908649155363394,2
5137,Super built-up  Area,1,163.15485463750218,1418.0,2.0,2.0,105.0,Law College Road,0.027108721853417766,2
5138,Plot  Area,1,128.2697082088187,1200.0,2.0,1.0,65.0,Laxmi Road,0.022938149260584264,1
5139,Super built-up  Area,1,128.2697082088187,1825.0,3.0,2.0,175.0,Lulla Nagar,0.034895066097836276,3
5140,Built-up  Area,1,101.77864328335374,1015.0,2.0,0.0,48.0,Mahatma Gandhi Road,0.019398901876757666,2
5141,Carpet  Area,1,128.2697082088187,1150.0,2.0,0.0,60.0,Mangalwar peth,0.0219815959136041,3
5142,Super built-up  Area,1,90.31026567144606,1010.0,2.0,1.0,40.0,Manik Bagh,0.01930324654205965,2
5143,Super built-up  Area,1,90.87925997273841,1508.0,3.0,1.0,75.0,Market yard,0.028830517877982055,3
5144,Super built-up  Area,1,136.43009787895383,1275.0,2.0,1.0,87.0,Model colony,0.024372979281054506,2
5145,Built-up  Area,1,92.45898246251531,1460.0,3.0,1.0,70.0,Mukund Nagar,0.0279122266648811,3
5146,Super built-up  Area,1,128.2697082088187,946.0,2.0,2.0,58.0,Mundhawa,0.018078858257925046,2
5147,Super built-up  Area,1,103.44530995002042,1110.0,2.0,2.0,58.0,Nagar Road,0.02121635323601997,2
5148,Super built-up  Area,1,121.84872089546012,1832.0,3.0,1.0,125.0,Nana Peth,0.0350289835664135,3
5149,Super built-up  Area,0,79.5383446882425,1088.0,2.0,2.0,61.45,Narayan Peth,0.0207954697633487,2
5150,Super built-up  Area,1,128.11679649250306,1564.0,3.0,1.0,104.0,Narayangaon,0.029901857626599835,3
5151,Super built-up  Area,0,99.6153099500204,1030.0,2.0,1.0,35.02,Navi Peth,0.019685867880851714,2
5152,Super built-up  Area,1,128.2697082088187,660.0,2.0,0.0,27.0,Padmavati,0.012607373113198523,2
5153,Super built-up  Area,1,102.96353996668027,1700.0,3.0,1.0,95.0,Parvati Darshan,0.032503682730385876,3
5154,Plot  Area,1,128.2697082088187,1100.0,5.0,2.0,121.0,Pashan,0.02102504256662394,1
5155,Super built-up  Area,0,128.2697082088187,1205.0,2.0,2.0,62.9,Paud Road,0.02303380459528228,2
5156,Super built-up  Area,1,128.2697082088187,1950.0,3.0,2.0,90.0,Pirangut,0.037286449465286677,3
5157,Super built-up  Area,0,128.2697082088187,1080.0,2.0,1.0,62.0,Prabhat Road,0.020642421227831876,2
5158,Built-up  Area,1,134.2622756928659,2800.0,4.0,2.0,140.0,Pune Railway Station,0.05354785636394942,4
5159,Super built-up  Area,0,101.0553099500204,999.0,2.0,1.0,43.66,Rasta Peth,0.019092804805724017,2
5160,Plot  Area,1,128.2697082088187,900.0,4.0,3.0,175.0,Raviwar Peth,0.017198829178703297,1
5161,Super built-up  Area,0,108.48178826552147,1300.0,2.0,1.0,89.76,Sadashiv Peth,0.024851255954544585,2
5162,Super built-up  Area,1,102.23883710001749,1265.0,2.0,1.0,78.0,Sahakar Nagar,0.024181668611658474,2
5163,Built-up  Area,1,128.2697082088187,1200.0,2.0,2.0,42.0,Salunke Vihar,0.022938149260584264,2
5164,Super built-up  Area,0,92.44491947949031,1974.0,4.0,0.0,106.0,Sasson Road,0.037745595071837154,4
5165,Super built-up  Area,1,100.44530995002042,1180.0,2.0,2.0,40.0,Satara Road,0.022555527921792197,2
5166,Super built-up  Area,1,128.2697082088187,1350.0,2.0,3.0,63.0,Senapati Bapat Road,0.025807809301524747,3
5167,Super built-up  Area,1,104.61197661668707,1560.0,2.0,2.0,65.0,Shaniwar Peth,0.02982533335884142,3
5168,Plot  Area,1,128.2697082088187,2800.0,2.0,0.0,650.0,Shivaji Nagar,0.05354785636394942,1
5169,Super built-up  Area,0,85.53798441112473,1085.0,2.0,1.0,41.23,Shukrawar Peth,0.020738076562529892,2
5170,Super built-up  Area,1,106.27864328335374,1300.0,2.0,2.0,75.0,Sinhagad Road,0.024851255954544585,3
5171,Super built-up  Area,1,96.66740852858892,1600.0,3.0,2.0,56.0,Somwar Peth,0.03059057603642555,3
5172,Super built-up  Area,1,128.2697082088187,1127.0,2.0,2.0,55.0,Swargate,0.021541581373993226,2
5173,Super built-up  Area,1,70.05598830834354,795.0,2.0,2.0,32.0,Tilak Road,0.015190067150044957,2
5174,Super built-up  Area,1,128.2697082088187,1850.0,3.0,2.0,88.0,Uruli Devachi,0.03537334277132636,3
5175,Built-up  Area,0,128.2697082088187,1020.0,2.0,1.0,29.45,Vadgaon Budruk,0.019494557211455682,2
5176,Built-up  Area,1,127.11197661668707,1475.0,2.0,1.0,200.0,Wadgaon Sheri,0.028199192668975148,3
5177,Plot  Area,1,128.2697082088187,1200.0,3.0,3.0,96.25,Viman Nagar,0.022938149260584264,1
5178,Super built-up  Area,1,62.78457611935879,1345.0,2.0,1.0,47.0,Vishrant Wadi,0.02571215396682673,3
5179,Super built-up  Area,0,128.2697082088187,849.0,2.0,1.0,25.4,Wagholi,0.016223144764783533,2
